title,site,link 
"
                                        Tech
                                    ","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Technology
"
                                        Investigative
                                    ","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Blotter
"
                                        Sports
                                    ","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/Sports
"
                                        Weather
                                    ","ABC News – Breaking News, Latest News, Headlines & Videos",http://abcnews.go.com/topics/news/weather.htm
,"ABC News – Breaking News, Latest News, Headlines & Videos",http://disneyprivacycenter.com
,"ABC News – Breaking News, Latest News, Headlines & Videos",https://disneyprivacycenter.com/notice-to-california-residents/
,"ABC News – Breaking News, Latest News, Headlines & Videos",https://disneyprivacycenter.com/kids-privacy-policy/english/
,"ABC News – Breaking News, Latest News, Headlines & Videos",http://preferences-mgr.truste.com/?type=abcnews&affiliateId=11
,"ABC News – Breaking News, Latest News, Headlines & Videos",http://disneytermsofuse.com
,Yahoo News - Latest News & Headlines,/news/air-force-pilot-safe-f-161301695.html
,Yahoo News - Latest News & Headlines,/news/m/6d2f8660-9e48-304f-adc3-45280eecb75d/ss_us-f-16-crashes-near-joint.html
5 Must Stop Shops on 30A,Yahoo News - Latest News & Headlines,/news/5-must-stop-shops-30a-234632147.html
Philippines' Duterte orders occupation of uninhabited isles in disputed sea,Yahoo News - Latest News & Headlines,/news/philippines-duterte-plans-visit-disputed-south-china-sea-071834257.html
,Yahoo News - Latest News & Headlines,/news/duterte-orders-military-occupy-fortify-112347782.html
,Yahoo News - Latest News & Headlines,/news/duterte-orders-philippine-troops-south-china-sea-reefs-083018974.html
American Fighter Jet Crashes in Maryland With Live Ammunition On Board; No Major Injuries,Yahoo News - Latest News & Headlines,/news/american-fighter-jet-crashes-maryland-040000340.html
,Yahoo News - Latest News & Headlines,/news/aly-tells-winston-she-found-000000348.html
,Yahoo News - Latest News & Headlines,/news/asia-kate-dillon-093500238.html
Indian police trying to identify girl found in forest living with monkeys,Yahoo News - Latest News & Headlines,/news/indian-police-trying-identify-girl-194012663.html
Dutch men hold hands in solidarity with beaten gay couple,Yahoo News - Latest News & Headlines,/news/dutch-men-hold-hands-solidarity-102856164.html
Post Nation," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/news/post-nation/
True Crime," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/news/true-crime/
Obituaries," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/local/obituaries/
World," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/world/
Africa," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/world/africa/
The Americas," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/world/americas/
Asia and Pacific," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/world/asia-pacific/
Europe," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/world/europe/
Middle East," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/world/middle-east/
National Security," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/world/national-security/
WorldViews," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/blogs/worldviews/
,"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/opinion/sunday/what-white-food-meant-to-a-first-generation-kid.html
What ‘White’ Food Meant to a First-Generation Kid,"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/opinion/sunday/what-white-food-meant-to-a-first-generation-kid.html
,"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/opinion/sunday/what-white-food-meant-to-a-first-generation-kid.html?hp&target=comments#commentsContainer
Loving the Nuclear Option,"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/05/opinion/filibusters-arent-the-problem.html
Should America Have Entered World War I?,"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/06/opinion/should-america-have-entered-world-war-i.html
Bannon’s Out. But Did H.R. McMaster Win?,"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/05/opinion/did-hr-mcmaster-win.html
Live Chat: Cultivating Mindfulness in Challenging Times,"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/interactive/2017/03/14/insider/live-chat-cultivating-mindfulness-in-challenging-times.html
Seeking the Truths Locked Inside a Child Soldier,"The New York Times - Breaking News, World News & Multimedia",https://www.nytimes.com/2017/04/05/insider/seeking-the-truths-locked-inside-a-child-soldier.html
"
        ,
      ","The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/section/insider
Times Insider »,"The New York Times - Breaking News, World News & Multimedia",http://www.nytimes.com/section/insider
The Numbers,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/news/types/the-numbers
Washington Wire,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://blogs.wsj.com/washwire/
Journal Report,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/public/page/journal-report.html
U.S. Video,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/video/browse/news/us-news
What's News Podcast,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/podcasts/latest/wsj-whats-news
,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",https://www.wsj.com/news/politics
Think Tank,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://blogs.wsj.com/washwire/category/think-tank/
Washington Wire,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://blogs.wsj.com/washwire/
Politics Video,"The Wall Street Journal & Breaking News, Business, Financial and Economic News, World News and Video",http://www.wsj.com/video/browse/news/politics-and-campaign
Fox News Go,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,//www.foxnewsgo.com
 ,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,#
Full Schedule,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/fnctv/index.html
"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://video.foxnews.com/v/5388266175001/?playlist_id=2114913880001
"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://video.foxnews.com/v/5388170590001/?playlist_id=2114913880001
"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://video.foxnews.com/v/5388116611001/?playlist_id=2114913880001
"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://video.foxnews.com/v/5388027117001/?playlist_id=2114913880001
Health,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/health.html
Continue to Health,Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/health.html
"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/health/2017/04/06/sorority-sister-accused-faking-cancer-to-scam-parents-friends.html
"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/health/2017/04/06/73-year-old-woman-says-fitbit-detected-life-threatening-heart-issue.html
"
    , 
    ,
  ",Fox News - Breaking News Updates | Latest News Headlines | Photos & News Videos,http://www.foxnews.com/health/2017/04/06/teen-with-cerebral-palsy-gets-helping-hand-from-modern-family-star-eric-stonestreet.html
Science,Google News,/news/section?cf=all&pz=1&ned=us&topic=snc
Health,Google News,/news/section?cf=all&pz=1&ned=us&topic=m
,Google News,https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html
See realtime coverage,Google News,/news/rtc?ncl=dSnVpeYlt8CFawMYJN031acEmBQMM&authuser=0&ned=us&topic=h
,Google News,https://www.nytimes.com/2017/04/06/us/politics/neil-gorsuch-supreme-court-senate.html
,Google News,
" Neil Gorsuch »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Neil+Gorsuch&ict=clu_top
" Supreme Court of the United States »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Supreme+Court+of+the+United+States&ict=clu_top
" Democratic Party »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Democratic+Party&ict=clu_top
,"Los Angeles Times - California, national and world news - Los Angeles Times",/entertainment/movies/la-et-mn-smurfs-lost-village-review-20170406-story.html#nt=oft02a-6li3
MOVIES,"Los Angeles Times - California, national and world news - Los Angeles Times",/entertainment/movies/#nt=oft02a-6li3
,"Los Angeles Times - California, national and world news - Los Angeles Times",/entertainment/movies/la-et-mn-capsule-the-eyes-review-20170406-story.html#nt=oft02a-6li3
ENTERTAINMENT,"Los Angeles Times - California, national and world news - Los Angeles Times",/entertainment/#nt=oft02a-6li3
,"Los Angeles Times - California, national and world news - Los Angeles Times",/entertainment/la-et-entertainment-news-updates-april-shonda-rhimes-joins-planned-parenthood-1491508782-htmlstory.html#nt=oft02a-6li3
ENTERTAINMENT,"Los Angeles Times - California, national and world news - Los Angeles Times",/entertainment/#nt=oft02a-6li3
,"Los Angeles Times - California, national and world news - Los Angeles Times",/entertainment/la-et-entertainment-news-updates-april-2017-htmlstory.html#nt=oft02a-6li3
MOVIES,"Los Angeles Times - California, national and world news - Los Angeles Times",/entertainment/movies/#nt=oft02a-6li3
,"Home - BBC News,BBC News",/news/world_radio_and_tv
,"Home - BBC News,BBC News",/radio/player/bbc_world_service
,"Home - BBC News,BBC News",/news/world-us-canada-39521404
